YKR_ID,ASUKKAITA
5961837,5
5961840,42
5961841,859
5961842,463
5961844,25
5961845,218
5961846,152
5961849,31
5961850,270
5961851,258
5961852,220
5961853,120
5961854,324
5961855,349
5961862,718
5961867,32
5961868,95
5961869,55
5961876,15
5961877,22
5961879,153
5961880,1100
5961881,1854
5961886,147
5961887,1016
5961888,1953
5961889,2055
5961890,877
5961891,1477
5961898,34
5961899,94
5961900,334
5961901,463
5961902,114
5961904,214
5961905,574
5961906,848
5961907,1417
5961910,74
5961911,14
5961912,149
5961913,170
5961914,84
5961919,5
5961928,32
5961930,6
5963575,7
5963577,5
5963578,59
5963579,82
5963580,82
5963581,110
5963582,5
5963583,153
5963584,56
5963590,14
5963591,51
5963592,305
5963593,88
5963594,94
5963595,156
5963596,186
5963597,6
5963598,84
5963599,35
5963600,15
5963601,7
5963610,27
5963611,148
5963614,62
5963615,177
5963616,14
5963620,151
5963621,247
5963622,241
5963623,388
5963624,97
5963625,286
5963626,279
5963627,76
5963631,63
5963632,79
5963636,50
5963637,144
5963638,67
5963639,19
5963649,678
5963650,1563
5963651,1082
5963652,286
5963655,63
5963656,569
5963657,886
5963658,1687
5963659,1826
5963660,1898
5963661,1191
5963664,229
5963665,461
5963667,41
5963668,66
5963669,129
5963670,337
5963671,607
5963672,375
5963673,40
5963675,375
5963676,919
5963677,374
5963679,46
5963680,69
5963681,180
5963682,108
5963683,27
5965344,43
5965345,8
5965346,28
5965347,58
5965351,10
5965356,127
5965357,180
5965358,271
5965359,221
5965360,213
5965361,216
5965362,116
5965363,145
5965364,162
5965366,7
5965368,10
5965369,6
5965370,8
5965378,7
5965379,105
5965380,10
5965382,151
5965383,38
5965385,9
5965387,296
5965388,252
5965389,119
5965390,159
5965391,219
5965392,85
5965393,135
5965394,55
5965395,7
5965397,78
5965398,198
5965400,24
5965401,173
5965402,53
5965403,26
5965417,958
5965418,1449
5965421,354
5965422,2118
5965423,1742
5965424,1453
5965425,1527
5965426,1827
5965430,1031
5965431,488
5965433,24
5965434,160
5965435,180
5965436,309
5965437,114
5965438,76
5965441,79
5965442,188
5965444,144
5965445,84
5965446,345
5965447,419
5965448,246
5967098,6
5967099,15
5967100,40
5967101,29
5967102,22
5967104,9
5967110,96
5967111,234
5967112,153
5967113,242
5967114,173
5967115,274
5967116,209
5967117,179
5967118,41
5967119,186
5967120,25
5967121,7
5967122,5
5967129,176
5967130,438
5967131,116
5967132,101
5967133,226
5967134,41
5967136,66
5967137,262
5967138,15
5967141,29
5967142,151
5967143,132
5967144,130
5967146,84
5967147,375
5967148,335
5967154,162
5967155,246
5967156,130
5967157,101
5967170,229
5967171,244
5967172,1110
5967174,13
5967175,30
5967176,100
5967177,1548
5967178,2362
5967179,836
5967184,306
5967189,35
5967190,29
5967191,66
5967192,49
5967200,415
5967201,357
5967202,523
5968739,13
5968740,29
5968741,14
5968742,13
5968743,46
5968744,105
5968745,158
5968748,99
5968749,176
5968750,69
5968753,121
5968754,244
5968755,179
5968756,290
5968757,61
5968759,70
5968760,52
5968761,153
5968762,189
5968763,43
5968767,154
5968770,600
5968771,719
5968772,737
5968773,540
5968774,293
5968775,133
5968776,132
5968777,65
5968780,236
5968781,206
5968782,362
5968785,174
5968786,367
5968787,268
5968788,33
5968789,38
5968790,132
5968791,518
5968792,153
5968793,183
5968798,9
5968799,114
5968800,21
5968812,214
5968813,152
5968814,973
5968815,1567
5968816,380
5968818,18
5968820,221
5968821,1430
5968822,772
5968823,1272
5968834,80
5968835,66
5968841,14
5968842,376
5968843,190
5968844,342
5968845,296
5968846,118
5970379,5
5970380,6
5970381,25
5970382,15
5970385,99
5970386,151
5970387,407
5970389,262
5970390,137
5970391,103
5970392,111
5970393,135
5970394,54
5970395,235
5970396,247
5970397,84
5970401,319
5970402,202
5970403,155
5970404,68
5970405,19
5970406,27
5970407,210
5970408,194
5970410,16
5970411,526
5970412,697
5970413,435
5970414,177
5970415,184
5970416,181
5970417,258
5970418,168
5970421,187
5970422,165
5970423,321
5970425,266
5970426,406
5970427,367
5970428,172
5970429,261
5970431,18
5970432,5
5970433,15
5970434,269
5970441,29
5970442,24
5970454,334
5970455,2133
5970456,1831
5970457,738
5970459,16
5970460,177
5970461,814
5970462,225
5970464,318
5970479,9
5970481,184
5970482,178
5970483,555
5970484,212
5970486,6
5972021,5
5972022,13
5972024,19
5972025,111
5972026,299
5972027,358
5972028,281
5972029,63
5972030,118
5972031,164
5972032,146
5972033,164
5972034,132
5972035,15
5972036,64
5972037,112
5972038,28
5972039,46
5972040,178
5972041,233
5972042,33
5972043,68
5972044,235
5972045,86
5972047,104
5972048,81
5972049,38
5972050,118
5972051,486
5972052,814
5972053,460
5972054,343
5972055,381
5972056,203
5972057,75
5972058,35
5972059,17
5972060,605
5972061,78
5972063,204
5972064,778
5972065,70
5972066,219
5972067,414
5972068,92
5972069,624
5972070,205
5972071,406
5972073,85
5972074,213
5972081,19
5972082,63
5972094,457
5972095,1957
5972096,1610
5972097,822
5972099,34
5972100,14
5972102,716
5972103,1762
5972104,457
5972108,7
5972117,78
5972118,77
5972120,182
5972121,315
5972122,369
5972123,260
5972124,239
5972125,10
5973660,15
5973661,76
5973662,37
5973663,112
5973664,73
5973665,645
5973666,74
5973668,51
5973670,166
5973671,162
5973672,94
5973673,133
5973674,155
5973675,118
5973676,67
5973677,181
5973678,236
5973679,244
5973681,34
5973682,225
5973683,47
5973686,99
5973687,113
5973688,133
5973689,107
5973690,537
5973691,793
5973692,281
5973693,237
5973694,181
5973695,10
5973696,119
5973697,350
5973698,124
5973700,535
5973701,86
5973702,23
5973703,161
5973704,220
5973705,265
5973706,169
5973708,703
5973709,286
5973719,68
5973720,34
5973732,34
5973733,774
5973734,1484
5973735,681
5973738,198
5973739,77
5973740,890
5973741,1863
5973742,303
5973755,94
5973756,76
5973757,126
5973758,356
5973759,414
5973760,211
5973761,114
5973762,62
5973763,63
5973764,6
5975297,25
5975298,21
5975300,11
5975301,60
5975302,387
5975303,297
5975307,73
5975308,57
5975309,110
5975310,109
5975311,149
5975312,86
5975313,138
5975314,127
5975315,105
5975316,238
5975317,331
5975318,47
5975319,100
5975320,112
5975321,18
5975323,44
5975324,158
5975325,126
5975326,124
5975327,132
5975328,325
5975329,202
5975330,299
5975331,257
5975333,5
5975334,5
5975335,82
5975336,189
5975337,289
5975338,315
5975339,200
5975340,33
5975341,35
5975342,68
5975343,103
5975344,43
5975345,12
5975356,286
5975357,29
5975370,803
5975371,1335
5975372,190
5975375,37
5975376,251
5975377,26
5975378,1160
5975379,201
5975392,63
5975395,793
5975396,483
5975397,216
5975398,142
5975399,148
5975400,137
5975404,8
5975405,91
5975406,14
5976934,70
5976935,331
5976936,94
5976937,19
5976941,75
5976942,119
5976943,134
5976944,102
5976945,133
5976946,165
5976947,143
5976948,123
5976949,125
5976950,139
5976951,156
5976952,109
5976953,121
5976954,13
5976957,44
5976958,74
5976959,95
5976960,223
5976961,298
5976962,377
5976963,120
5976964,902
5976965,7
5976967,63
5976968,207
5976969,242
5976970,216
5976971,438
5976972,305
5976973,157
5976974,126
5976975,332
5976976,314
5976977,155
5976978,53
5976989,550
5976990,11
5976994,146
5977001,23
5977003,52
5977004,1208
5977005,1388
5977006,312
5977007,121
5977008,11
5977010,8
5977011,26
5977012,386
5977013,973
5977014,48
5977015,508
5977016,112
5977028,439
5977029,470
5977030,772
5977031,74
5977032,259
5977033,37
5977038,79
5977039,170
5978565,65
5978566,92
5978567,17
5978568,8
5978571,10
5978572,83
5978573,128
5978574,105
5978575,83
5978576,81
5978577,124
5978578,173
5978579,141
5978580,167
5978581,115
5978582,123
5978583,169
5978584,67
5978585,11
5978590,251
5978591,17
5978592,44
5978593,518
5978594,1166
5978595,572
5978597,566
5978598,108
5978599,51
5978600,219
5978601,349
5978602,93
5978603,99
5978604,125
5978605,70
5978606,70
5978607,106
5978608,140
5978609,11
5978615,5
5978619,13
5978620,642
5978621,131
5978624,102
5978625,75
5978626,166
5978627,139
5978632,230
5978633,501
5978634,572
5978635,1767
5978636,1215
5978637,1036
5978638,163
5978639,15
5978640,101
5978643,57
5978644,887
5978645,550
5978646,768
5978660,132
5978661,377
5978662,430
5978663,187
5978664,21
5978667,11
5978668,79
5978669,140
5978670,145
5978672,12
5980196,22
5980197,55
5980199,13
5980200,43
5980201,87
5980202,24
5980204,65
5980205,107
5980206,170
5980207,173
5980208,127
5980209,121
5980210,117
5980211,101
5980213,10
5980217,15
5980218,286
5980219,220
5980220,376
5980221,353
5980222,956
5980223,1039
5980224,245
5980225,133
5980226,212
5980227,184
5980228,176
5980229,183
5980230,234
5980231,102
5980232,244
5980233,298
5980234,205
5980235,91
5980236,32
5980248,502
5980249,448
5980250,157
5980251,300
5980252,514
5980253,717
5980254,669
5980255,725
5980256,232
5980258,233
5980259,432
5980260,908
5980261,679
5980262,560
5980263,1176
5980264,669
5980265,1073
5980266,1066
5980267,758
5980268,480
5980269,293
5980273,238
5980289,401
5980290,449
5980291,136
5980292,189
5980293,98
5980294,102
5980295,94
5980296,74
5980297,315
5980298,120
5980299,26
5980300,19
5981822,485
5981823,586
5981826,56
5981830,186
5981831,162
5981832,63
5981833,57
5981834,101
5981835,32
5981838,236
5981839,71
5981843,10
5981844,181
5981845,202
5981846,948
5981847,1061
5981848,749
5981849,416
5981850,109
5981851,228
5981852,37
5981853,118
5981854,51
5981855,307
5981856,147
5981857,191
5981858,237
5981859,204
5981860,87
5981873,298
5981874,406
5981875,47
5981876,648
5981877,359
5981878,1111
5981879,778
5981880,840
5981881,450
5981884,298
5981885,984
5981886,1390
5981887,779
5981889,243
5981890,1297
5981891,1767
5981892,756
5981893,628
5981894,215
5981895,94
5981915,137
5981916,227
5981917,106
5981918,122
5981919,213
5981920,150
5981921,77
5981922,71
5981923,45
5983444,265
5983445,722
5983446,393
5983447,825
5983448,193
5983452,14
5983453,15
5983454,23
5983458,26
5983460,46
5983461,277
5983465,69
5983466,527
5983467,880
5983468,646
5983469,533
5983470,347
5983471,573
5983472,188
5983473,39
5983474,171
5983475,153
5983476,34
5983477,121
5983478,12
5983479,15
5983480,57
5983495,233
5983496,232
5983497,455
5983498,731
5983499,409
5983500,830
5983502,117
5983505,145
5983506,534
5983507,884
5983508,1023
5983509,1462
5983511,558
5983512,1696
5983513,2013
5983514,2026
5983515,1617
5983516,485
5983517,265
5983537,7
5983538,65
5983539,24
5983540,5
5983541,119
5983542,174
5983543,68
5983545,72
5983546,77
5983547,21
5985064,251
5985065,823
5985066,303
5985067,992
5985068,66
5985070,169
5985071,7
5985072,114
5985073,81
5985076,23
5985077,91
5985078,25
5985080,12
5985085,59
5985086,350
5985087,153
5985088,607
5985089,620
5985090,174
5985091,332
5985092,80
5985093,231
5985114,117
5985115,162
5985116,400
5985117,137
5985118,395
5985119,671
5985120,701
5985125,456
5985127,601
5985130,152
5985131,1179
5985132,469
5985133,1275
5985134,2117
5985135,870
5985136,89
5985137,147
5985156,6
5985161,31
5985162,5
5985163,11
5985164,24
5985166,31
5986681,761
5986682,184
5986683,593
5986684,418
5986685,516
5986686,191
5986687,377
5986688,163
5986689,246
5986690,6
5986691,15
5986692,6
5986693,293
5986694,164
5986695,32
5986696,113
5986697,16
5986701,234
5986702,192
5986703,212
5986704,207
5986705,221
5986706,136
5986707,50
5986708,21
5986709,9
5986734,341
5986735,366
5986736,633
5986737,392
5986745,6
5986747,213
5986748,291
5986749,379
5986750,521
5986753,34
5986780,12
5988294,417
5988295,598
5988296,300
5988297,742
5988298,597
5988299,165
5988300,79
5988301,103
5988302,77
5988303,102
5988304,62
5988305,12
5988306,564
5988307,191
5988308,279
5988309,302
5988310,75
5988316,66
5988317,119
5988318,184
5988319,179
5988320,13
5988347,448
5988348,805
5988349,1180
5988350,67
5988384,44
5988385,232
5988386,91
5988387,14
5989904,190
5989905,320
5989906,379
5989907,333
5989908,234
5989911,45
5989912,94
5989913,156
5989914,73
5989916,91
5989917,56
5989918,40
5989919,182
5989920,147
5989925,47
5989926,235
5989927,222
5989928,162
5989929,204
5989957,138
5989958,960
5989959,1136
5989960,433
5991512,213
5991513,300
5991514,320
5991515,293
5991517,204
5991518,302
5991519,199
5991520,72
5991521,103
5991522,94
5991523,88
5991524,89
5991525,100
5991526,51
5991527,116
5991535,21
5991536,36
5991564,19
5991565,5
5991586,47
5991588,62
5991589,130
5993117,95
5993118,439
5993119,473
5993120,163
5993121,57
5993122,277
5993123,657
5993124,899
5993126,81
5993127,118
5993128,64
5993129,6
5993191,52
5993192,10
5993193,25
5993194,170
5994718,157
5994719,174
5994722,310
5994723,618
5994724,175
5994725,272
5994726,55
5994727,61
5994793,16
5994794,56
5994795,94
5994796,7
5996314,7
5996315,150
5996316,239
5996317,257
5996318,717
5996319,825
5996320,107
5996321,54
5996388,5
5996389,27
5997902,206
5997903,129
5997904,45
5997905,46
5997906,66
5997907,80
5997908,30
5997974,20
5999478,70
5999479,60
5999480,11
5999481,122
5999482,61
5999487,10
5999492,19
6001050,15
6001051,89
6001052,6
6001053,91
6001054,16
6001058,6
6001059,28
6001060,20
6001062,7
6002620,60
6002621,84
6002622,75
6002623,156
6002624,140
6002625,6
6002627,5
6002628,19
6002629,5
6002630,15
6002631,11
6002632,5
6002633,5
6002634,6
6002635,13
6004190,7
6004191,62
6004192,54
6004196,8
6004197,10
6004198,30
6004199,7
6004200,14
6004203,8
6004204,11
6004205,13
6005757,10
6005758,29
6005759,25
6005760,9
6005766,10
6005767,16
6005770,6
6005773,10
6007323,20
6007324,8
6007325,6
6007333,21
6007334,13
6007335,18
6007337,11
6007338,8
6008887,9
6008888,7
6008889,16
6008892,24
6008893,9
6008895,8
6008896,10
6008899,6
6008901,5
6010453,8
6010456,9
6010457,5
6010460,8
6010461,10
6010462,7
6010463,12
6012019,10
6012020,5
6012025,11
6013577,7
6013578,15
6015142,5
